fid,MS_ID,Per_extent,Tem_extent,Street_type_NOR,ARw500re,ARw500dn,ARw500rm,Resident_NOR,DayNight_NOR,PRM_NOR,Index_population,ABw2kwl,ABw5kwl,ARw2kiw,ARw2ktw,ARw2kmw,PFARw2kiw,PFlossR_2kiw,N_PFlossR_2kiw,PFARw2ktw,PFlossR_2ktw,N_PFlossR_2ktw,PFARw2kmw,PFlossR_2kmw,N_PFlossR_2kmw,PF_Index_acc_loss,PFARw500re,PFARw500dn,PFARw500rm,PFResident_lossR,PFDaynight_lossR,PFPRM_lossR,PF_Index_population,PFABw2kwl,PFABw5kwl,PFAB2k_lossR,N_PFAB2k_lossR,PFAB2k_NOR,PFAB5k_lossR,N_PFAB5k_lossR,PFAB5k_NOR,PF_Index_centrality,PF_Index_V_equal,TFARw2kiw,TFlossR_2kiw,N_TFlossR_2kiw,TFARw2ktw,TFlossR_2ktw,N_TFlossR_2ktw,TFARw2kmw,TFlossR_2kmw,N_TFlossR_2kmw,TF_Index_acc_loss,TFARw500re,TFARw500dn,TFARw500rm,TFResident_lossR,TFDaynight_lossR,TFPRM_lossR,TF_Index_population,TFABw2kwl,TFABw5kwl,TFAB2k_lossR,N_TFAB2k_lossR,TFAB2k_NOR,TFAB5k_lossR,N_TFAB5k_lossR,TFAB5k_NOR,TF_Index_centrality,TF_Index_V_equal,PF_Index_Risk_equal,TF_Index_Risk_equal,pop_level,street_level,acc_level,exp_level,cause_label,intervention_label,intervention_name,cause_label_v4
24359,24359,0,0,0.75,9,913,49,0.247938215477885,0.675341107706899,0.485711880368725,0.469663734517836,51504696.0,959374848.0,60.0,75.9530029296875,598,0.0,-1.0,-1.0,54.3090019226074,-0.284965704741348,-0.284965704741348,285.0,-0.523411371237458,-0.523411371237458,0.602792358659602,9.0,913.0,49.0,0.0,0.0,0.0,0.0,33685592.0,669226048.0,-0.345970472284702,0.345970472284702,0.259477854213526,-0.30243527918714,0.30243527918714,0.226826459390355,0.243152156801941,0.362184218530286,60.0,0.0,0.0,71.4260025024414,-0.0596026523327446,-0.0596026523327446,487.0,-0.18561872909699,-0.18561872909699,0.0817404604765782,9.0,913.0,49.0,0.0,0.0,0.0,0.0,51225812.0,1249142144.0,-0.0054147295617471,0.0054147295617471,0.0040610471713103,0.302037620231628,0.302037620231628,0.226528215173721,0.115294631172516,0.069693888031418,0.362184218530286,0.069693888031418,low,medium,medium,low,mixed_review,-1,review,C_no_service
24360,24360,0,0,0.75,9,1432,49,0.247938215477885,0.719885691097588,0.485711880368725,0.484511928981399,52277664.0,962912512.0,60.0,78.2229995727539,585,0.0,-1.0,-1.0,56.5790023803711,-0.276696078015419,-0.276696078015419,285.0,-0.512820512820513,-0.512820512820513,0.596505530278644,9.0,1432.0,49.0,0.0,0.0,0.0,0.0,33962136.0,670987904.0,-0.350350926162271,0.350350926162271,0.262763194621703,-0.303168360948663,0.303168360948663,0.227376270711497,0.2450697326666,0.359520198305972,60.0,0.0,0.0,73.6959991455078,-0.0578730098816475,-0.0578730098816475,488.0,-0.165811965811966,-0.165811965811966,0.0745616585645378,9.0,1432.0,49.0,0.0,0.0,0.0,0.0,52021028.0,1253392128.0,-0.0049090946374344,0.0049090946374344,0.0036818209780758,0.301667713712292,0.301667713712292,0.226250785284219,0.114966303131147,0.0660224050650557,0.359520198305972,0.0660224050650557,low,medium,medium,low,mixed_review,-1,review,C_no_service
24361,24361,0,0,0.5,6,913,49,0.209532099944993,0.675341107706899,0.485711880368725,0.456861696006872,52757528.0,962618752.0,60.0,75.8690032958984,570,0.0,-1.0,-1.0,54.2250022888184,-0.285281209279445,-0.285281209279445,285.0,-0.5,-0.5,0.595093736426482,6.0,913.0,49.0,0.0,0.0,0.0,0.0,34021528.0,669393152.0,-0.355134152608515,0.355134152608515,0.177567076304257,-0.30461239134473,0.30461239134473,0.152306195672365,0.164936635988311,0.338781027210319,60.0,0.0,0.0,71.3420028686523,-0.0596686424044644,-0.0596686424044644,486.0,-0.147368421052632,-0.147368421052632,0.0690123544856986,6.0,913.0,49.0,0.0,0.0,0.0,0.0,52537528.0,1256528512.0,-0.0041700210062912,0.0041700210062912,0.0020850105031456,0.305323119240461,0.305323119240461,0.152661559620231,0.0773732850616881,0.0538494985082714,0.338781027210319,0.0538494985082714,low,low,medium,low,mixed_review,-1,review,C_no_service
24362,24362,0,0,0.5,9,1275,49,0.247938215477885,0.708391337145403,0.485711880368725,0.480680477664004,62315240.0,1015713280.0,60.0,81.3349990844727,566,0.0,-1.0,-1.0,54.2250022888184,-0.333312806304928,-0.333312806304928,287.0,-0.492932862190813,-0.492932862190813,0.608748556165247,9.0,1275.0,49.0,0.0,0.0,0.0,0.0,38449536.0,703075008.0,-0.382983424279518,0.382983424279518,0.191491712139759,-0.307801697738952,0.307801697738952,0.153900848869476,0.172696280504618,0.347548348208778,60.0,0.0,0.0,76.8079986572266,-0.055658701397961,-0.055658701397961,493.0,-0.128975265017668,-0.128975265017668,0.0615446554718763,9.0,1275.0,49.0,0.0,0.0,0.0,0.0,62125276.0,1302137344.0,-0.0030484356635712,0.0030484356635712,0.0015242178317856,0.281993028583815,0.281993028583815,0.140996514291907,0.0712603660618464,0.0485874192513998,0.347548348208778,0.0485874192513998,low,low,medium,low,mixed_review,-1,review,C_no_service
24363,24363,0,0,0.5,33,1275,49,0.379712149733461,0.708391337145403,0.485711880368725,0.524605122415863,64284532.0,1024427392.0,60.0,84.9509963989258,557,0.0,-1.0,-1.0,54.2250022888184,-0.361690803081575,-0.361690803081575,286.0,-0.486535008976661,-0.486535008976661,0.616075270686078,33.0,1275.0,49.0,0.0,0.0,0.0,0.0,39358400.0,708087168.0,-0.387746962208576,0.387746962208576,0.193873481104288,-0.308797115803791,0.308797115803791,0.154398557901896,0.174136019503092,0.351571640218812,60.0,0.0,0.0,80.4240036010742,-0.0532894608627428,-0.0532894608627428,494.0,-0.11310592459605,-0.11310592459605,0.0554651284862644,33.0,1275.0,49.0,0.0,0.0,0.0,0.0,64110136.0,1310868864.0,-0.0027128765594809,0.0027128765594809,0.0013564382797404,0.279611297234817,0.279611297234817,0.139805648617408,0.0705810434485744,0.0453778251052758,0.351571640218812,0.0453778251052758,low,low,high,low,C_no_service,3,add_emergency_service_point,C_no_service
24387,24387,0,0,0.5,223,939,49,0.582716299596208,0.678119535200345,0.485711880368725,0.582182571721759,93794472.0,1031462464.0,60.0,83.2020034790039,544,0.0,-1.0,-1.0,54.2250022888184,-0.348272877797924,-0.348272877797924,282.0,-0.481617647058824,-0.481617647058824,0.609963508285582,223.0,939.0,49.0,0.0,0.0,0.0,0.0,95633640.0,1084661888.0,0.0196084903596451,0.0196084903596451,0.0098042451798225,0.0515766941180712,0.0515766941180712,0.0257883470590356,0.0177962961194291,0.309430828172648,60.0,0.0,0.0,81.8130035400391,-0.0166943088012942,-0.0166943088012942,513.0,-0.0569852941176471,-0.0569852941176471,0.0245598676396471,223.0,939.0,49.0,0.0,0.0,0.0,0.0,92855696.0,892867840.0,-0.0100088627824463,0.0100088627824463,0.0050044313912231,-0.134367103832874,0.134367103832874,0.067183551916437,0.0360939916538301,0.0213034317332811,0.309430828172648,0.0213034317332811,low,low,medium,low,mixed_review,-1,review,C_no_service
24388,24388,0,0,0.5,303,822,49,0.615599245577136,0.6649527630585,0.485711880368725,0.58875462966812,93602880.0,1031032576.0,60.0,80.9209976196289,533,0.0,-1.0,-1.0,51.9440002441406,-0.358089967102177,-0.358089967102177,277.0,-0.480300187617261,-0.480300187617261,0.612796718239813,303.0,822.0,49.0,0.0,0.0,0.0,0.0,95832080.0,1088091904.0,0.023815506531423,0.023815506531423,0.0119077532657115,0.0553419254912078,0.0553419254912078,0.0276709627456039,0.0197893580056577,0.311345698621321,60.0,0.0,0.0,79.5319976806641,-0.0171648889636021,-0.0171648889636021,508.0,-0.0469043151969981,-0.0469043151969981,0.0213564013868668,303.0,822.0,49.0,0.0,0.0,0.0,0.0,92669632.0,891927744.0,-0.0099702915123979,0.0099702915123979,0.0049851457561989,-0.134917979545973,0.134917979545973,0.0674589897729866,0.0362220677645928,0.0197337176345816,0.311345698621321,0.0197337176345816,low,low,medium,low,mixed_review,-1,review,C_no_service
24389,24389,0,0,0.5,303,822,49,0.615599245577136,0.6649527630585,0.485711880368725,0.58875462966812,93491456.0,1030608320.0,60.0,80.9209976196289,525,0.0,-1.0,-1.0,54.1710014343262,-0.33056928327851,-0.33056928327851,273.0,-0.48,-0.48,0.60352309442617,303.0,822.0,49.0,0.0,0.0,0.0,0.0,95933640.0,1090082048.0,0.0261220019934228,0.0261220019934228,0.0130610009967114,0.0577074013918304,0.0577074013918304,0.0288537006959152,0.0209573508463133,0.307000884924663,60.0,0.0,0.0,79.5319976806641,-0.0171648889636021,-0.0171648889636021,502.0,-0.0438095238095238,-0.0438095238095238,0.0203248042577087,303.0,822.0,49.0,0.0,0.0,0.0,0.0,92560696.0,891316480.0,-0.0099555621424913,0.0099555621424913,0.0049777810712457,-0.135154973326821,0.135154973326821,0.0675774866634106,0.0362776338673281,0.0192318105956864,0.307000884924663,0.0192318105956864,low,low,medium,low,mixed_review,-1,review,C_no_service
24986,24986,0,0,0.75,2486,7317,376,0.841917794541294,0.881401712489317,0.736540138134578,0.819953215055063,173843040.0,4143063808.0,15.4899997711182,61.9909973144531,232,15.4899997711182,0.0,0.0,37.2169990539551,-0.399638646476849,-0.399638646476849,123.0,-0.469827586206897,-0.469827586206897,0.289822077561249,2486.0,5320.0,376.0,0.0,-0.272926062593959,0.0,0.0745955341654121,42540652.0,462505568.0,-0.755292751438309,0.755292751438309,0.566469563578732,-0.888366293778307,0.888366293778307,0.66627472033373,0.616372141956231,0.317652957811035,0.0,-1.0,-1.0,16.4860000610352,-0.73405815722872,-0.73405815722872,91.0,-0.607758620689655,-0.607758620689655,0.780605592639458,2486.0,5298.0,376.0,0.0,-0.275932759327593,0.0,0.0754173177165583,35589672.0,319781120.0,-0.795276980890348,0.795276980890348,0.596457735667761,-0.922815304127703,0.922815304127703,0.692111478095777,0.644284606881769,0.570228277469311,0.317652957811035,0.570228277469311,high,high,low,low,mixed_review,-1,review,A_one_and_only
24987,24987,0,0,0.75,2486,7317,376,0.841917794541294,0.881401712489317,0.736540138134578,0.819953215055063,172828240.0,4136770304.0,15.4899997711182,61.0099983215332,229,15.4899997711182,0.0,0.0,36.2360000610352,-0.406064562236747,-0.406064562236747,122.0,-0.467248908296943,-0.467248908296943,0.291104490177897,2486.0,5320.0,376.0,0.0,-0.272926062593959,0.0,0.0745955341654121,42238332.0,460324640.0,-0.755605148788184,0.755605148788184,0.566703861591138,-0.888723664556648,0.888723664556648,0.666542748417486,0.616623305004312,0.318356954881379,0.0,-1.0,-1.0,16.4860000610352,-0.729781994515865,-0.729781994515865,91.0,-0.602620087336245,-0.602620087336245,0.77746736061737,2486.0,5298.0,376.0,0.0,-0.275932759327593,0.0,0.0754173177165583,35600124.0,320325792.0,-0.794014427271839,0.794014427271839,0.595510820453879,-0.922566212658637,0.922566212658637,0.691924659493978,0.643717739973929,0.568517444731307,0.318356954881379,0.568517444731307,high,high,low,low,mixed_review,-1,review,A_one_and_only
24988,24988,0,0,0.75,2789,5778,358,0.854296957402755,0.858014160936644,0.730465944643726,0.814259020994375,152964176.0,3992324608.0,15.4899997711182,61.0099983215332,216,15.4899997711182,0.0,0.0,35.2550010681152,-0.422143877429478,-0.422143877429478,119.0,-0.449074074074074,-0.449074074074074,0.290405983834517,2789.0,3781.0,358.0,0.0,-0.345621322256836,0.0,0.0938084264985443,36911644.0,425141632.0,-0.758690923814737,0.758690923814737,0.569018192861053,-0.893510254364567,0.893510254364567,0.670132690773425,0.619575441817239,0.323548958996205,0.0,-1.0,-1.0,16.4860000610352,-0.729781994515865,-0.729781994515865,91.0,-0.578703703703704,-0.578703703703704,0.769495232739856,2789.0,5298.0,376.0,0.0,-0.083073727933541,0.0,0.0225478441258394,35626892.0,332518368.0,-0.76708996229287,0.76708996229287,0.575317471719653,-0.916710588278898,0.916710588278898,0.687532941209173,0.631425206464413,0.548240879017491,0.323548958996205,0.548240879017491,high,high,low,low,mixed_review,-1,review,A_one_and_only
