fid,MS_ID,Per_extent,Tem_extent,Street_type_NOR,ARw500re,ARw500dn,ARw500rm,Resident_NOR,DayNight_NOR,PRM_NOR,Index_population,ABw2kwl,ABw5kwl,ARw2kiw,ARw2ktw,ARw2kmw,PFARw2kiw,PFlossR_2kiw,N_PFlossR_2kiw,PFARw2ktw,PFlossR_2ktw,N_PFlossR_2ktw,PFARw2kmw,PFlossR_2kmw,N_PFlossR_2kmw,PF_Index_acc_loss,PFARw500re,PFARw500dn,PFARw500rm,PFResident_lossR,PFDaynight_lossR,PFPRM_lossR,PF_Index_population,PFABw2kwl,PFABw5kwl,PFAB2k_lossR,N_PFAB2k_lossR,PFAB2k_NOR,PFAB5k_lossR,N_PFAB5k_lossR,PFAB5k_NOR,PF_Index_centrality,PF_Index_V_equal,TFARw2kiw,TFlossR_2kiw,N_TFlossR_2kiw,TFARw2ktw,TFlossR_2ktw,N_TFlossR_2ktw,TFARw2kmw,TFlossR_2kmw,N_TFlossR_2kmw,TF_Index_acc_loss,TFARw500re,TFARw500dn,TFARw500rm,TFResident_lossR,TFDaynight_lossR,TFPRM_lossR,TF_Index_population,TFABw2kwl,TFABw5kwl,TFAB2k_lossR,N_TFAB2k_lossR,TFAB2k_NOR,TFAB5k_lossR,N_TFAB5k_lossR,TFAB5k_NOR,TF_Index_centrality,TF_Index_V_equal,PF_Index_Risk_equal,TF_Index_Risk_equal,pop_level,street_level,acc_level,exp_level,cause_label,intervention_label,intervention_name,cause_label_v3b,cause_label_v4
24403,24403,0,0,1.0,14,114,0,0.291597968009405,0.470009878652562,0.0,0.253869282220655,19643912.0,779379072.0,10.0,68.5599975585938,178,10.0,0.0,0.0,68.5599975585938,0.0,0.0,178.0,0.0,0.0,0.0,14.0,114.0,0.0,0.0,0.0,,0.0,19643912.0,773546560.0,0.0,0.0,0.0,-0.0074835368430318,0.0074835368430318,0.0074835368430318,0.0037417684215159,0.0009354421053789,0.0,-1.0,-1.0,31.7849998474121,-0.536391467630267,-0.536391467630267,18.0,-0.898876404494382,-0.898876404494382,0.811755957374883,14.0,114.0,0.0,0.0,0.0,,0.0,12045294.0,350920544.0,-0.386817961717605,0.386817961717605,0.386817961717605,-0.549743434732618,0.549743434732618,0.549743434732618,0.468280698225111,0.522948153243719,0.0009354421053789,0.522948153243719,low,medium,high,low,C_no_service,3,add_emergency_service_point,C_no_service,C_no_service
24404,24404,0,0,1.0,14,2675,13,0.291597968009405,0.781750870347404,0.327662055205119,0.467003631187309,17995860.0,782239680.0,10.0,68.5599975585938,193,10.0,0.0,0.0,68.5599975585938,0.0,0.0,193.0,0.0,0.0,0.0,14.0,2675.0,13.0,0.0,0.0,0.0,0.0,17995860.0,775886592.0,0.0,0.0,0.0,-0.0081216641937673,0.0081216641937673,0.0081216641937673,0.0040608320968836,0.0010152080242209,0.0,-1.0,-1.0,31.7849998474121,-0.536391467630267,-0.536391467630267,18.0,-0.906735751295337,-0.906735751295337,0.814375739641868,14.0,114.0,0.0,0.0,-0.957383177570094,-1.0,0.304701683850062,11283495.0,355576192.0,-0.372994955506433,0.372994955506433,0.372994955506433,-0.545438308626839,0.545438308626839,0.545438308626839,0.459216632066636,0.598167448800109,0.0010152080242209,0.598167448800109,high,medium,high,low,C_no_service,3,add_emergency_service_point,C_no_service,C_no_service
24405,24405,0,0,1.0,170,2736,165,0.553645070779689,0.783983502476528,0.63469800603406,0.657442193096759,17073912.0,787566400.0,69.7299957275391,72.4400024414062,204,69.7299957275391,0.0,0.0,72.4400024414062,0.0,0.0,204.0,0.0,0.0,0.0,170.0,2736.0,165.0,0.0,0.0,0.0,0.0,17073912.0,780629760.0,0.0,0.0,0.0,-0.0088076891040552,0.0088076891040552,0.0088076891040552,0.0044038445520276,0.0011009611380069,0.0,-1.0,-1.0,34.1370010375977,-0.528754833143336,-0.528754833143336,21.0,-0.897058823529412,-0.897058823529412,0.808604552224249,14.0,175.0,152.0,-0.917647058823529,-0.936038011695906,-0.0787878787878788,0.423496417964254,10945640.0,360401024.0,-0.358926062170169,0.358926062170169,0.358926062170169,-0.542386490840645,0.542386490840645,0.542386490840645,0.450656276505407,0.62284044972954,0.0011009611380069,0.62284044972954,high,medium,high,low,C_no_service,3,add_emergency_service_point,C_no_service,C_no_service
24406,24406,0,0,1.0,681,2736,165,0.702603440901442,0.783983502476528,0.63469800603406,0.707094983137343,15466216.0,786146112.0,69.7299957275391,74.431999206543,212,69.7299957275391,0.0,0.0,74.431999206543,0.0,0.0,212.0,0.0,0.0,0.0,681.0,2736.0,165.0,0.0,0.0,0.0,0.0,15466216.0,778821440.0,0.0,0.0,0.0,-0.009317189118147,0.009317189118147,0.009317189118147,0.0046585945590735,0.0011646486397683,0.0,-1.0,-1.0,34.1370010375977,-0.541366597679714,-0.541366597679714,22.0,-0.89622641509434,-0.89622641509434,0.812531004258018,455.0,175.0,152.0,-0.331864904552129,-0.936038011695906,-0.0787878787878788,0.317412768335712,10212713.0,363349280.0,-0.339676039698398,0.339676039698398,0.339676039698398,-0.537809480383209,0.537809480383209,0.537809480383209,0.438742760040804,0.595304384223138,0.0011646486397683,0.595304384223138,high,medium,high,low,C_no_service,3,add_emergency_service_point,C_no_service,C_no_service
24407,24407,0,0,1.0,897,2964,241,0.732230064726357,0.791909359484153,0.681499638549957,0.735213020920156,14087213.0,789947072.0,69.7299957275391,76.9039993286133,220,69.7299957275391,0.0,0.0,76.9039993286133,0.0,0.0,220.0,0.0,0.0,0.0,897.0,2964.0,241.0,0.0,0.0,0.0,0.0,14087214.0,781842752.0,7.09863618871951e-08,7.09863618871951e-08,7.09863618871951e-08,-0.0102593202598769,0.0102593202598769,0.0102593202598769,0.0051296956231193,0.0012824239057798,0.0,-1.0,-1.0,36.609001159668,-0.523964924070639,-0.523964924070639,23.0,-0.895454545454546,-0.895454545454546,0.806473156508395,455.0,175.0,152.0,-0.492753623188406,-0.940958164642375,-0.369294605809129,0.441864592468785,9682200.0,368942144.0,-0.312695846935799,0.312695846935799,0.312695846935799,-0.53295333690407,0.53295333690407,0.53295333690407,0.422824591919935,0.619408874351377,0.0012824239057798,0.619408874351377,high,medium,high,low,C_no_service,3,add_emergency_service_point,C_no_service,C_no_service
24408,24408,0,0,1.0,897,2964,241,0.732230064726357,0.791909359484153,0.681499638549957,0.735213020920156,13575846.0,804022720.0,125.220001220703,79.9759979248047,220,125.220001220703,0.0,0.0,79.9759979248047,0.0,0.0,220.0,0.0,0.0,0.0,897.0,2964.0,241.0,0.0,0.0,0.0,0.0,13575846.0,794381120.0,0.0,0.0,0.0,-0.0119917009310384,0.0119917009310384,0.0119917009310384,0.0059958504655191,0.0014989626163798,55.4900016784668,-0.556859917445102,-0.556859917445102,36.609001159668,-0.542250148674749,-0.542250148674749,23.0,-0.895454545454546,-0.895454545454546,0.664854870524799,455.0,175.0,152.0,-0.492753623188406,-0.940958164642375,-0.369294605809129,0.441864592468785,9971199.0,380089184.0,-0.265519143337365,0.265519143337365,0.265519143337365,-0.527265617568618,0.527265617568618,0.527265617568618,0.396392380452992,0.541991678492843,0.0014989626163798,0.541991678492843,high,medium,medium,low,mixed_review,-1,review,C_no_service,C_no_service
24409,24409,0,0,1.0,897,2736,165,0.732230064726357,0.783983502476528,0.63469800603406,0.716970524412315,12984614.0,805878336.0,69.7299957275391,77.5039978027344,229,69.7299957275391,0.0,0.0,77.5039978027344,0.0,0.0,229.0,0.0,0.0,0.0,897.0,2736.0,165.0,0.0,0.0,0.0,0.0,12984614.0,795548480.0,0.0,0.0,0.0,-0.0128181333813644,0.0128181333813644,0.0128181333813644,0.0064090666906822,0.0016022666726705,0.0,-1.0,-1.0,34.1370010375977,-0.559545287915544,-0.559545287915544,23.0,-0.899563318777293,-0.899563318777293,0.819702868897612,455.0,175.0,152.0,-0.492753623188406,-0.936038011695906,-0.0787878787878788,0.360296691503604,9932155.0,384275328.0,-0.235082767959063,0.235082767959063,0.235082767959063,-0.523159624928793,0.523159624928793,0.523159624928793,0.379121196443928,0.594705906435689,0.0016022666726705,0.594705906435689,high,medium,high,low,C_no_service,3,add_emergency_service_point,C_no_service,C_no_service
24410,24410,0,0,1.0,170,3895,165,0.553645070779689,0.81895867656394,0.63469800603406,0.66910058445923,13204519.0,815681216.0,69.7299957275391,73.4219970703125,229,69.7299957275391,0.0,0.0,73.4219970703125,0.0,0.0,229.0,0.0,0.0,0.0,170.0,3895.0,165.0,0.0,0.0,0.0,0.0,13204518.0,804223040.0,-7.57316491422368e-08,7.57316491422368e-08,7.57316491422368e-08,-0.0140473701922296,0.0140473701922296,0.0140473701922296,0.0070237229619393,0.0017559307404848,0.0,-1.0,-1.0,34.1370010375977,-0.53505757947572,-0.53505757947572,22.0,-0.903930131004367,-0.903930131004367,0.812995903493362,14.0,1334.0,152.0,-0.917647058823529,-0.657509627727856,-0.0787878787878788,0.368885091777223,10499389.0,391448640.0,-0.204863956044139,0.204863956044139,0.204863956044139,-0.5200960469341,0.5200960469341,0.5200960469341,0.36248000148912,0.589339225063267,0.0017559307404848,0.589339225063267,high,medium,high,low,C_no_service,3,add_emergency_service_point,C_no_service,C_no_service
24411,24411,0,0,1.0,14,3834,13,0.291597968009405,0.817395492382253,0.327662055205119,0.478885171865592,13583726.0,824007808.0,10.0,74.2460021972656,237,10.0,0.0,0.0,74.2460021972656,0.0,0.0,237.0,0.0,0.0,0.0,14.0,3834.0,13.0,0.0,0.0,0.0,0.0,13583726.0,811555200.0,0.0,0.0,0.0,-0.0151122451499877,0.0151122451499877,0.0151122451499877,0.0075561225749938,0.0018890306437484,0.0,-1.0,-1.0,36.4889984130859,-0.508539216480133,-0.508539216480133,23.0,-0.90295358649789,-0.90295358649789,0.803830934326008,14.0,1273.0,0.0,0.0,-0.667970787689098,-1.0,0.266255492443094,11110108.0,397610464.0,-0.182101582437691,0.182101582437691,0.182101582437691,-0.517467601472048,0.517467601472048,0.517467601472048,0.349784591954869,0.555925488262495,0.0018890306437484,0.555925488262495,high,medium,high,low,C_no_service,3,add_emergency_service_point,C_no_service,C_no_service
24412,24412,0,0,1.0,14,1273,0,0.291597968009405,0.708235956514212,0.0,0.333277974841205,14161519.0,832372160.0,65.4900054931641,73.0429992675781,243,65.4900054931641,0.0,0.0,73.0429992675781,0.0,0.0,243.0,0.0,0.0,0.0,14.0,1273.0,0.0,0.0,0.0,,0.0,14161519.0,818946816.0,0.0,0.0,0.0,-0.0161290161362437,0.0161290161362437,0.0161290161362437,0.0080645080681218,0.0020161270170304,55.4900016784668,-0.152695113390105,-0.152695113390105,37.8779983520508,-0.481428764811636,-0.481428764811636,24.0,-0.901234567901235,-0.901234567901235,0.511786148700992,14.0,1273.0,0.0,0.0,0.0,,0.0,11835252.0,403519808.0,-0.164266771099908,0.164266771099908,0.164266771099908,-0.515217077899386,0.515217077899386,0.515217077899386,0.339741924499647,0.340828555475408,0.0020161270170304,0.340828555475408,low,medium,low,low,mixed_review,-1,review,mixed_review,C_no_service
24413,24413,0,0,1.0,0,1273,0,0.0,0.708235956514212,0.0,0.236078652171404,14819523.0,840083200.0,65.4900054931641,74.1989974975586,259,65.4900054931641,0.0,0.0,74.1989974975586,0.0,0.0,259.0,0.0,0.0,0.0,0.0,1273.0,0.0,,0.0,,0.0,14819522.0,825686784.0,-6.74785551464781e-08,6.74785551464781e-08,6.74785551464781e-08,-0.0171368931077303,0.0171368931077303,0.0171368931077303,0.0085684802931427,0.0021421200732856,55.4900016784668,-0.152695113390105,-0.152695113390105,39.0340003967285,-0.473928196967717,-0.473928196967717,29.0,-0.888030888030888,-0.888030888030888,0.504884732796237,0.0,1273.0,0.0,,0.0,,0.0,12594956.0,409096800.0,-0.150110566986535,0.150110566986535,0.150110566986535,-0.513028233394026,0.513028233394026,0.513028233394026,0.33156940019028,0.335334716445688,0.0021421200732856,0.335334716445688,low,medium,low,low,mixed_review,-1,review,mixed_review,C_no_service
24414,24414,0,0,1.0,0,1273,0,0.0,0.708235956514212,0.0,0.236078652171404,15700031.0,848182592.0,65.4900054931641,72.109001159668,262,65.4900054931641,0.0,0.0,72.109001159668,0.0,0.0,262.0,0.0,0.0,0.0,0.0,1273.0,0.0,,0.0,,0.0,15700033.0,832708160.0,1.27388283500841e-07,1.27388283500841e-07,1.27388283500841e-07,-0.0182442225836203,0.0182442225836203,0.0182442225836203,0.0091221749859519,0.0022805437464879,55.4900016784668,-0.152695113390105,-0.152695113390105,39.0340003967285,-0.458680611727,-0.458680611727,29.0,-0.889312977099237,-0.889312977099237,0.500229567405447,0.0,1273.0,0.0,,0.0,,0.0,13487314.0,415007104.0,-0.140937110251566,0.140937110251566,0.140937110251566,-0.510710184441041,0.510710184441041,0.510710184441041,0.325823647346303,0.331570695539299,0.0022805437464879,0.331570695539299,low,medium,low,low,mixed_review,-1,review,mixed_review,C_no_service
24415,24415,0,0,1.0,25,1273,0,0.350825966844653,0.708235956514212,0.0,0.353020641119622,17182668.0,860950912.0,65.4900054931641,75.6030044555664,280,65.4900054931641,0.0,0.0,75.6029968261719,-1.00913906612454e-07,-1.00913906612454e-07,280.0,0.0,0.0,3.36379688708181e-08,25.0,1273.0,0.0,0.0,0.0,,0.0,17182668.0,844102080.0,0.0,0.0,0.0,-0.019570026310629,0.019570026310629,0.019570026310629,0.0097850131553144,0.002446270107813,55.4900016784668,-0.152695113390105,-0.152695113390105,39.0340003967285,-0.483697762042384,-0.483697762042384,33.0,-0.882142857142857,-0.882142857142857,0.506178577525115,25.0,1273.0,0.0,0.0,0.0,,0.0,14835703.0,422413088.0,-0.136589090821053,0.136589090821053,0.136589090821053,-0.509364492083841,0.509364492083841,0.509364492083841,0.322976791452447,0.333833486625669,0.002446270107813,0.333833486625669,low,medium,low,low,mixed_review,-1,review,mixed_review,C_no_service
24416,24416,0,0,1.0,25,1165,44,0.350825966844653,0.699461408326104,0.472630450605717,0.507639275258825,18547306.0,871365440.0,55.4900016784668,75.6030044555664,293,55.4900016784668,0.0,0.0,75.6029968261719,-1.00913906612454e-07,-1.00913906612454e-07,293.0,0.0,0.0,3.36379688708181e-08,25.0,1165.0,44.0,0.0,0.0,0.0,0.0,18547304.0,853333760.0,-1.07832371989765e-07,1.07832371989765e-07,1.07832371989765e-07,-0.0206935909691346,0.0206935909691346,0.0206935909691346,0.0103468494007533,0.0025867291691727,55.4900016784668,0.0,0.0,39.0340003967285,-0.483697762042384,-0.483697762042384,34.0,-0.883959044368601,-0.883959044368601,0.455885602136995,25.0,1165.0,44.0,0.0,0.0,0.0,0.0,16020045.0,428509984.0,-0.136260274133613,0.136260274133613,0.136260274133613,-0.508231604870627,0.508231604870627,0.508231604870627,0.32224593950212,0.308504285944028,0.0025867291691727,0.308504285944028,low,medium,low,low,mixed_review,-1,review,mixed_review,mixed_review
24417,24417,0,0,1.0,25,1165,44,0.350825966844653,0.699461408326104,0.472630450605717,0.507639275258825,20280632.0,884910080.0,55.4900016784668,72.547004699707,301,55.4900016784668,0.0,0.0,72.5469970703125,-1.05164845369292e-07,-1.05164845369292e-07,301.0,0.0,0.0,3.50549484564307e-08,25.0,1165.0,44.0,0.0,0.0,0.0,0.0,20280632.0,865758208.0,0.0,0.0,0.0,-0.0216427323327586,0.0216427323327586,0.0216427323327586,0.0108213661663793,0.002705359069069,55.4900016784668,0.0,0.0,39.0340003967285,-0.461948834989101,-0.461948834989101,34.0,-0.887043189368771,-0.887043189368771,0.449664008119291,25.0,1165.0,44.0,0.0,0.0,0.0,0.0,17412924.0,434704064.0,-0.141401313331853,0.141401313331853,0.141401313331853,-0.508759054931321,0.508759054931321,0.508759054931321,0.325080184131587,0.306102050092542,0.002705359069069,0.306102050092542,low,medium,low,low,mixed_review,-1,review,mixed_review,mixed_review
24418,24418,0,0,1.0,25,1159,0,0.350825966844653,0.698950374696982,0.0,0.349925447180545,20323682.0,883335616.0,55.4900016784668,73.9360046386719,295,55.4900016784668,0.0,0.0,73.9359970092773,-1.03189164312234e-07,-1.03189164312234e-07,295.0,0.0,0.0,3.4396388104078e-08,25.0,1159.0,0.0,0.0,0.0,,0.0,20323684.0,863694976.0,9.84073653583047e-08,9.84073653583047e-08,9.84073653583047e-08,-0.0222346293348145,0.0222346293348145,0.0222346293348145,0.0111173638710899,0.0027793581659665,55.4900016784668,0.0,0.0,40.4230003356934,-0.45327042577913,-0.45327042577913,34.0,-0.884745762711864,-0.884745762711864,0.446005396163665,25.0,1159.0,0.0,0.0,0.0,,0.0,17499934.0,436140704.0,-0.138938800557891,0.138938800557891,0.138938800557891,-0.506257082698678,0.506257082698678,0.506257082698678,0.322597941628285,0.303652183488904,0.0027793581659665,0.303652183488904,low,medium,low,low,mixed_review,-1,review,mixed_review,mixed_review
